bookId|title|author|publishYear|genre|available
B1001|The Hunger Games (The Hunger Games, #1)|Suzanne Collins|2008|Science Fiction|true
B1002|Harry Potter and the Sorcerer's Stone (Harry Potter, #1)|J.K. Rowling, Mary GrandPré|1997|Fantasy|true
B1003|Twilight (Twilight, #1)|Stephenie Meyer|2005|Fantasy|true
B1004|To Kill a Mockingbird|Harper Lee|1960|Historical Fiction|true
B1005|The Great Gatsby|F. Scott Fitzgerald|1925|Romance|true
B1006|The Fault in Our Stars|John Green|2012|Romance|true
B1007|The Hobbit|J.R.R. Tolkien|1937|Fantasy|true
B1008|The Catcher in the Rye|J.D. Salinger|1951|Fiction|true
B1009|Angels & Demons  (Robert Langdon, #1)|Dan Brown|2000|Mystery|true
B1010|The Kite Runner|Khaled Hosseini|2003|Historical Fiction|true
B1011|Divergent (Divergent, #1)|Veronica Roth|2011|Science Fiction|true
B1012|1984|George Orwell, Erich Fromm, Celâl Üster|1949|Science Fiction|true
B1013|Animal Farm|George Orwell|1945|Science Fiction|true
B1014|The Diary of a Young Girl|Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday|1947|History|true
B1015|The Girl with the Dragon Tattoo (Millennium, #1)|Stieg Larsson, Reg Keeland|2005|Mystery|true
B1016|Catching Fire (The Hunger Games, #2)|Suzanne Collins|2009|Science Fiction|true
B1017|Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)|J.K. Rowling, Mary GrandPré, Rufus Beck|1999|Fantasy|true
B1018|The Fellowship of the Ring (The Lord of the Rings, #1)|J.R.R. Tolkien|1954|Science Fiction|true
B1019|Mockingjay (The Hunger Games, #3)|Suzanne Collins|2010|Science Fiction|true
B1020|Harry Potter and the Order of the Phoenix (Harry Potter, #5)|J.K. Rowling, Mary GrandPré|2003|Fantasy|true
B1021|The Lovely Bones|Alice Sebold|2002|Mystery|true
B1022|Harry Potter and the Chamber of Secrets (Harry Potter, #2)|J.K. Rowling, Mary GrandPré|1998|Fantasy|true
B1023|Harry Potter and the Goblet of Fire (Harry Potter, #4)|J.K. Rowling, Mary GrandPré|2000|Fantasy|true
B1024|Harry Potter and the Deathly Hallows (Harry Potter, #7)|J.K. Rowling, Mary GrandPré|2007|Fantasy|true
B1025|The Da Vinci Code (Robert Langdon, #2)|Dan Brown|2003|Mystery|true
B1026|Harry Potter and the Half-Blood Prince (Harry Potter, #6)|J.K. Rowling, Mary GrandPré|2005|Fantasy|true
B1027|Lord of the Flies|William Golding|1954|Fiction|true
B1028|Gone Girl|Gillian Flynn|2012|Mystery|true
B1029|The Help|Kathryn Stockett|2009|Historical Fiction|true
B1030|Of Mice and Men|John Steinbeck|1937|Historical Fiction|true
B1031|Memoirs of a Geisha|Arthur Golden|1997|Romance|true
B1032|Fifty Shades of Grey (Fifty Shades, #1)|E.L. James|2011|Romance|true
B1033|The Giver (The Giver, #1)|Lois Lowry|1993|Science Fiction|true
B1034|The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)|C.S. Lewis|1950|Fantasy|true
B1035|The Time Traveler's Wife|Audrey Niffenegger|2003|Science Fiction|true
B1036|A Game of Thrones (A Song of Ice and Fire, #1)|George R.R. Martin|1996|Fantasy|true
B1037|Eat, Pray, Love|Elizabeth Gilbert|2006|Romance|true
B1038|The Lightning Thief (Percy Jackson and the Olympians, #1)|Rick Riordan|2005|Fantasy|true
B1039|The Notebook (The Notebook, #1)|Nicholas Sparks|1996|Romance|true
B1040|Life of Pi|Yann Martel|2001|Fantasy|true
B1041|Water for Elephants|Sara Gruen|2006|Romance|true
B1042|The Book Thief|Markus Zusak|2005|Historical Fiction|true
B1043|Fahrenheit 451|Ray Bradbury|1953|Science Fiction|true
B1044|New Moon (Twilight, #2)|Stephenie Meyer|2006|Fantasy|true
B1045|Where the Sidewalk Ends|Shel Silverstein|1974|Fantasy|true
B1046|City of Bones (The Mortal Instruments, #1)|Cassandra Clare|2007|Fantasy|true
B1047|Eclipse (Twilight, #3)|Stephenie Meyer|2007|Fantasy|true
B1048|Eragon (The Inheritance Cycle, #1)|Christopher Paolini|2002|Fantasy|true
B1049|The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)|Douglas Adams|1979|Science Fiction|true
B1050|Brave New World|Aldous Huxley|1932|Science Fiction|true
B1051|Breaking Dawn (Twilight, #4)|Stephenie Meyer|2008|Fantasy|true
B1052|The Secret Life of Bees|Sue Monk Kidd|2001|Historical Fiction|true
B1053|Charlotte's Web|E.B. White, Garth Williams, Rosemary Wells|1952|Fantasy|true
B1054|The Curious Incident of the Dog in the Night-Time|Mark Haddon|2003|Mystery|true
B1055|The Girl on the Train|Paula Hawkins|2015|Mystery|true
B1056|The Golden Compass (His Dark Materials, #1)|Philip Pullman|1995|Science Fiction|true
B1057|My Sister's Keeper|Jodi Picoult|2004|Young Adult|true
B1058|Slaughterhouse-Five|Kurt Vonnegut Jr.|1969|Science Fiction|true
B1059|Gone with the Wind|Margaret Mitchell|1936|Romance|true
B1060|A Thousand Splendid Suns|Khaled Hosseini|2007|Historical Fiction|true
B1061|The Perks of Being a Wallflower|Stephen Chbosky|1999|Romance|true
B1062|Insurgent (Divergent, #2)|Veronica Roth|2012|Science Fiction|true
B1063|Ender's Game (Ender's Saga, #1)|Orson Scott Card|1985|Science Fiction|true
B1064|The Shining (The Shining #1)|Stephen King|1977|Horror|true
B1065|The Host (The Host, #1)|Stephenie Meyer|2008|Science Fiction|true
B1066|Looking for Alaska|John Green|2005|Mystery|true
B1067|Bridget Jones's Diary (Bridget Jones, #1)|Helen Fielding|1996|Romance|true
B1068|Holes (Holes, #1)|Louis Sachar, Louis Sachar|1998|Mystery|true
B1069|The Devil Wears Prada (The Devil Wears Prada, #1)|Lauren Weisberger|2003|Romance|true
B1070|The Little Prince|Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta|1946|Fantasy|true
B1071|The Glass Castle|Jeannette Walls|2005|Biography|true
B1072|Into the Wild|Jon Krakauer|1996|Biography|true
B1073|Jurassic Park (Jurassic Park, #1)|Michael Crichton|1990|Science Fiction|true
B1074|The Giving Tree|Shel Silverstein|1964|Fantasy|true
B1075|A Time to Kill|John Grisham|1989|Mystery|true
B1076|Night (The Night Trilogy #1)|Elie Wiesel, Marion Wiesel|1958|History|true
B1077|Paper Towns|John Green|2008|Mystery|true
B1078|The Princess Bride|William Goldman|1973|Fantasy|true
B1079|The Outsiders|S.E. Hinton|1967|Historical Fiction|true
B1080|The Maze Runner (Maze Runner, #1)|James Dashner|2009|Science Fiction|true
B1081|Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)|Steven D. Levitt, Stephen J. Dubner|2005|Nonfiction|true
B1082|One Hundred Years of Solitude|Gabriel García Márquez, Gregory Rabassa|1967|Fantasy|true
B1083|Fifty Shades Freed (Fifty Shades, #3)|E.L. James|2012|Romance|true
B1084|The Girl Who Played with Fire (Millennium, #2)|Stieg Larsson, Reg Keeland|2006|Mystery|true
B1085|Fifty Shades Darker (Fifty Shades, #2)|E.L. James|2011|Romance|true
B1086|The Poisonwood Bible|Barbara Kingsolver|1998|Historical Fiction|true
B1087|Me Talk Pretty One Day|David Sedaris|2000|Biography|true
B1088|Where the Wild Things Are|Maurice Sendak|1963|Fantasy|true
B1089|The Road|Cormac McCarthy|2006|Science Fiction|true
B1090|Allegiant (Divergent, #3)|Veronica Roth|2013|Science Fiction|true
B1091|Bossypants|Tina Fey|2011|Biography|true
B1092|A Walk to Remember|Nicholas Sparks|1999|Romance|true
B1093|Confessions of a Shopaholic (Shopaholic, #1)|Sophie Kinsella|2000|Romance|true
B1094|A Clash of Kings  (A Song of Ice and Fire, #2)|George R.R. Martin|1998|Fantasy|true
B1095|The Memory Keeper's Daughter|Kim Edwards|2005|Historical Fiction|true
B1096|Me Before You (Me Before You, #1)|Jojo Moyes|2012|Romance|true
B1097|Catch-22|Joseph Heller|1961|Historical Fiction|true
B1098|Tuesdays with Morrie|Mitch Albom, Saulius Dagys|1997|Biography|true
B1099|Middlesex|Jeffrey Eugenides|2002|Historical Fiction|true
B1100|A Wrinkle in Time (A Wrinkle in Time Quintet, #1)|Madeleine L'Engle|1962|Science Fiction|true
B1101|The Joy Luck Club|Amy Tan|1989|Historical Fiction|true
B1102|The Handmaid's Tale|Margaret Atwood|1985|Science Fiction|true
B1103|The Sisterhood of the Traveling Pants (Sisterhood, #1)|Ann Brashares|2001|Romance|true
B1104|Lolita|Vladimir Nabokov, Craig Raine|1955|Romance|true
B1105|Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)|Gregory Maguire, Douglas Smith|1995|Fantasy|true
B1106|The Firm (Penguin Readers, Level 5)|John Grisham|1991|Mystery|true
B1107|Room|Emma Donoghue|2010|Horror|true
B1108|Dune (Dune Chronicles #1)|Frank Herbert|1965|Fantasy|true
B1109|The Tipping Point: How Little Things Can Make a Big Difference|Malcolm Gladwell|2000|Nonfiction|true
B1110|Steve Jobs|Walter Isaacson|2011|History|true
B1111|One Flew Over the Cuckoo's Nest|Ken Kesey|1962|Fiction|true
B1112|The Old Man and the Sea|Ernest Hemingway|1952|Fiction|true
B1113|The Grapes of Wrath|John Steinbeck|1939|Historical Fiction|true
B1114|The Five People You Meet in Heaven|Mitch Albom|2003|Fantasy|true
B1115|City of Glass (The Mortal Instruments, #3)|Cassandra Clare|2009|Fantasy|true
B1116|A Storm of Swords (A Song of Ice and Fire, #3)|George R.R. Martin|2000|Fantasy|true
B1117|Divine Secrets of the Ya-Ya Sisterhood|Rebecca Wells|1996|Historical Fiction|true
B1118|Outlander (Outlander, #1)|Diana Gabaldon|1991|Fantasy|true
B1119|Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)|Ransom Riggs|2011|Horror|true
B1120|The Girl Who Kicked the Hornet's Nest (Millennium, #3)|Stieg Larsson, Reg Keeland|2007|Mystery|true
B1121|The Martian|Andy Weir|2012|Science Fiction|true
B1122|The Pillars of the Earth (The Kingsbridge Series, #1)|Ken Follett|1989|Fantasy|true
B1123|All the Light We Cannot See|Anthony Doerr|2014|Historical Fiction|true
B1124|Unbroken: A World War II Story of Survival, Resilience, and Redemption|Laura Hillenbrand|2010|History|true
B1125|Deception Point|Dan Brown|2001|Science Fiction|true
B1126|The Goldfinch|Donna Tartt|2013|Mystery|true
B1127|Thirteen Reasons Why|Jay Asher|2007|Mystery|true
B1128|Girl with a Pearl Earring|Tracy Chevalier|1999|Romance|true
B1129|If I Stay (If I Stay, #1)|Gayle Forman|2009|Romance|true
B1130|The Red Tent|Anita Diamant|1997|Historical Fiction|true
B1131|The Sea of Monsters (Percy Jackson and the Olympians, #2)|Rick Riordan|2006|Fantasy|true
B1132|Dear John|Nicholas Sparks|2006|Romance|true
B1133|City of Ashes (The Mortal Instruments, #2)|Cassandra Clare|2008|Fantasy|true
B1134|The Two Towers (The Lord of the Rings, #2)|J.R.R. Tolkien|1954|Fantasy|true
B1135|Something Borrowed (Darcy & Rachel, #1)|Emily Giffin|2004|Romance|true
B1136|Green Eggs and Ham|Dr. Seuss, לאה נאור|1960|Fantasy|true
B1137|Charlie and the Chocolate Factory (Charlie Bucket, #1)|Roald Dahl, Quentin Blake|1964|Fantasy|true
B1138|The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)|Rick Riordan|2008|Fantasy|true
B1139|The Return of the King (The Lord of the Rings, #3)|J.R.R. Tolkien|1955|Science Fiction|true
B1140|The Stranger|Albert Camus, Matthew    Ward|1942|Philosophy|true
B1141|The Lost Hero (The Heroes of Olympus, #1)|Rick Riordan|2010|Fantasy|true
B1142|Eleanor & Park|Rainbow Rowell|2013|Romance|true
B1143|A Feast for Crows (A Song of Ice and Fire, #4)|George R.R. Martin|2005|Fantasy|true
B1144|Matched (Matched, #1)|Ally Condie|2010|Science Fiction|true
B1145|American Gods (American Gods, #1)|Neil Gaiman|2001|Science Fiction|true
B1146|The Stand|Stephen King, Bernie Wrightson|1978|Science Fiction|true
B1147|The Last Song|Nicholas Sparks|2008|Romance|true
B1148|Digital Fortress|Dan Brown|1998|Science Fiction|true
B1149|A Clockwork Orange|Anthony Burgess|1962|Science Fiction|true
B1150|The Shack|William Paul Young|2007|Mystery|true
